id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_renovated,lat,long,hous_val_amt,trend,trend_sq,house_age,was_renovated
822039084,2015-03-11,1350000.0,3,2,2753,65005,1.0,1,2,5,9,2165,588,0,47.4041,-122.451,268600.0,10,100,62,False
5245600105,2014-09-16,228000.0,3,1,1190,9199,1.0,0,0,3,7,1190,0,0,47.4258,-122.322,167200.0,4,16,59,False
7231300125,2015-02-17,345000.0,5,2,3150,9134,1.0,0,0,4,8,1640,1510,0,47.4934,-122.189,209600.0,9,81,49,False
7518505990,2014-12-31,600000.0,3,2,1410,4080,1.0,0,0,4,7,1000,410,0,47.6808,-122.384,254000.0,7,49,64,False
3626039271,2015-02-05,585000.0,2,2,1980,8550,1.0,0,0,3,7,990,990,0,47.6989,-122.369,254000.0,9,81,34,False
4217401195,2015-03-03,920000.0,5,2,2730,6000,1.5,0,0,3,8,2130,600,0,47.6571,-122.281,370500.0,10,100,88,False
9822700295,2014-05-12,885000.0,4,2,2830,5000,2.0,0,0,3,9,2830,0,0,47.6597,-122.29,370500.0,0,0,19,False
9478500640,2014-08-19,292500.0,4,2,2250,4495,2.0,0,0,3,7,2250,0,0,47.3663,-122.114,192000.0,3,9,6,False
7922800400,2014-08-27,951000.0,5,3,3250,14342,2.0,0,4,4,8,3250,0,0,47.588,-122.116,258000.0,3,9,46,False
8079040320,2015-02-23,430000.0,4,3,1850,9976,2.0,0,0,3,8,1850,0,0,47.5059,-122.149,215200.0,9,81,24,False
1516000055,2014-12-10,650000.0,3,2,2150,21235,1.0,0,3,4,8,1590,560,0,47.4336,-122.339,235200.0,7,49,55,False
9558200045,2014-08-28,289000.0,3,2,1260,8400,1.0,0,0,3,7,1260,0,0,47.4366,-122.335,167200.0,3,9,60,False
5072410070,2014-10-21,505000.0,3,2,2519,8690,2.0,0,0,5,8,2519,0,0,47.4428,-122.344,235200.0,5,25,41,False
9528102996,2014-12-07,549000.0,3,2,1540,1044,3.0,0,0,3,8,1540,0,0,47.6765,-122.32,282800.0,7,49,0,False
1189001180,2014-06-03,425000.0,3,2,1660,6000,1.0,0,0,3,7,1110,550,0,47.6113,-122.297,286400.0,1,1,35,False
3253500160,2014-11-20,317625.0,3,3,2770,3809,1.5,0,0,5,7,1770,1000,0,47.5747,-122.304,219400.0,6,36,89,False
3394100030,2014-09-09,975000.0,4,2,2720,11049,2.0,0,0,3,10,2720,0,0,47.5815,-122.192,432300.0,4,16,25,False
3717000160,2014-10-09,287000.0,4,2,2240,4648,2.0,0,0,3,7,2240,0,0,47.3378,-122.257,168400.0,5,25,9,False
1274500060,2014-08-25,204000.0,3,1,1000,12070,1.0,0,0,4,7,1000,0,0,47.3621,-122.11,192000.0,3,9,46,False
1802000060,2014-06-12,1325000.0,5,2,3200,20158,1.0,0,0,3,8,1600,1600,0,47.6303,-122.215,432300.0,1,1,49,False
1525059190,2014-09-12,1040000.0,5,3,4770,50094,1.0,0,0,4,11,3070,1700,0,47.6525,-122.16,343500.0,4,16,41,False
1049000060,2015-01-05,325000.0,3,2,1260,5612,1.0,0,0,4,7,1260,0,0,47.7362,-122.179,239900.0,8,64,43,False
8820901275,2014-06-10,571000.0,4,2,2750,7807,1.5,0,0,5,7,2250,500,0,47.7168,-122.287,225900.0,1,1,98,False
5416510140,2014-07-10,360000.0,4,2,2380,5000,2.0,0,0,3,8,2380,0,0,47.3608,-122.036,212100.0,2,4,9,False
3444100400,2015-03-16,349000.0,3,2,1790,50529,1.0,0,0,5,7,1090,700,0,47.3511,-122.073,192000.0,10,100,50,False
3276920270,2014-11-05,832500.0,4,4,3430,35102,2.0,0,0,4,10,2390,1040,0,47.5822,-121.987,239850.0,6,36,28,False
4036801170,2014-10-13,380000.0,4,2,1760,7300,1.0,0,0,3,7,880,880,0,47.6034,-122.125,258000.0,5,25,58,False
6300000287,2014-06-09,410000.0,3,1,1410,5060,1.0,0,0,4,7,910,500,0,47.7073,-122.34,204200.0,1,1,58,False
1531000030,2015-03-23,720000.0,4,2,3450,39683,2.0,0,0,3,10,3450,0,0,47.342,-122.025,201100.0,10,100,13,False
5104520400,2014-12-02,390000.0,3,2,2350,5100,2.0,0,0,3,8,2350,0,0,47.3512,-122.008,212100.0,7,49,11,False
7437100340,2014-12-22,360000.0,4,2,1900,5889,2.0,0,0,3,7,1900,0,0,47.349,-122.031,212100.0,7,49,22,False
9418400240,2014-10-28,355000.0,2,1,2020,6720,1.0,0,0,3,7,1010,1010,0,47.5474,-122.291,187300.0,5,25,66,False
1523059105,2015-01-28,356000.0,3,2,1680,8712,1.0,0,0,3,8,1680,0,0,47.4811,-122.149,215200.0,8,64,51,False
1133000671,2014-06-02,315000.0,3,1,960,6634,1.0,0,0,3,6,960,0,0,47.7264,-122.31,225900.0,1,1,62,False
4232902595,2014-11-14,940000.0,3,2,2140,3600,2.0,0,0,3,9,1900,240,0,47.6337,-122.365,402400.0,6,36,89,False
2599001200,2014-11-03,305000.0,5,2,2660,8400,1.5,0,0,5,7,2660,0,0,47.2909,-122.189,211200.0,6,36,53,False
3342103156,2014-06-18,461000.0,3,3,2770,6278,2.0,0,0,3,9,1980,790,0,47.5228,-122.199,209600.0,1,1,8,False
1332700270,2014-05-19,215000.0,2,2,1610,2040,2.0,0,0,4,7,1610,0,0,47.518,-122.194,209600.0,0,0,35,False
3869900162,2014-09-04,335000.0,2,2,1030,1066,2.0,0,0,3,7,765,265,0,47.5394,-122.387,280200.0,4,16,8,False
2791500270,2014-05-22,243500.0,4,2,1980,7403,2.0,0,0,3,7,1980,0,0,47.2897,-122.372,177300.0,0,0,26,False
5036300431,2015-03-11,1099880.0,5,3,3520,6353,2.0,0,0,4,10,3520,0,0,47.6506,-122.391,363400.0,10,100,14,False
4168000060,2015-02-26,153000.0,3,1,1200,10500,1.0,0,0,3,7,1200,0,0,47.322,-122.351,177300.0,9,81,53,False
6021501535,2014-07-25,430000.0,3,2,1580,5000,1.0,0,0,3,8,1290,290,0,47.687,-122.386,254000.0,2,4,75,False
6021501535,2014-12-23,700000.0,3,2,1580,5000,1.0,0,0,3,8,1290,290,0,47.687,-122.386,254000.0,7,49,75,False
1483300570,2014-09-08,905000.0,4,2,3300,10250,1.0,0,0,3,7,2390,910,1991,47.5873,-122.249,573900.0,4,16,68,True
1099611230,2014-09-12,199000.0,4,2,1160,6400,1.0,0,0,4,7,1160,0,0,47.3036,-122.378,177300.0,4,16,39,False
722079104,2014-07-11,314000.0,3,2,1810,41800,1.0,0,0,5,7,1210,600,0,47.4109,-121.958,212100.0,2,4,34,False
7338200240,2014-05-16,437500.0,3,2,2320,36847,2.0,0,2,3,9,2320,0,0,47.4838,-121.714,235900.0,0,0,22,False
1952200240,2014-06-11,850830.0,3,2,2070,13241,1.5,0,0,5,9,1270,800,0,47.6415,-122.315,477000.0,1,1,104,False
5200100125,2014-10-27,555000.0,3,2,1980,3478,1.5,0,0,4,7,1440,540,0,47.6775,-122.372,254000.0,5,25,85,False
7214720075,2014-12-12,699950.0,3,2,2190,107593,2.0,0,0,4,8,2190,0,0,47.7731,-122.08,239850.0,7,49,31,False
2450000295,2014-10-07,1088000.0,3,2,2920,8113,2.0,0,0,3,8,2920,0,2010,47.5814,-122.196,432300.0,5,25,64,True
6197800045,2014-09-24,290000.0,3,1,1210,33919,1.0,0,0,3,7,1210,0,0,47.4375,-122.184,196900.0,4,16,60,False
546000875,2014-05-23,460000.0,3,1,1670,4005,1.5,0,0,4,7,1170,500,0,47.6878,-122.38,254000.0,0,0,75,False
3530510041,2014-07-23,188500.0,2,2,1240,2493,1.0,0,0,4,8,1240,0,0,47.3813,-122.322,171300.0,2,4,29,False
1853000400,2015-03-05,680000.0,4,2,3140,28037,2.0,0,0,4,10,3140,0,0,47.7304,-122.082,239850.0,10,100,24,False
3134100116,2014-08-27,470000.0,5,2,2030,12342,2.0,0,0,4,7,2030,0,0,47.6417,-122.109,279400.0,3,9,72,False
9545230140,2014-07-25,597750.0,4,2,2310,9624,2.0,0,0,3,8,2310,0,0,47.5386,-122.053,308700.0,2,4,30,False
3362400511,2015-03-04,570000.0,3,2,1260,3328,1.0,0,0,5,6,700,560,0,47.6823,-122.349,279200.0,10,100,110,False
2525310310,2014-09-16,272500.0,3,2,1540,12600,1.0,0,0,4,7,1160,380,0,47.3624,-122.031,212100.0,4,16,34,False
6126500060,2014-11-24,329950.0,3,2,2080,5969,1.0,0,2,3,7,1080,1000,0,47.5474,-122.295,174400.0,6,36,43,False
8961960160,2014-10-28,480000.0,4,2,3230,16171,2.0,0,3,3,9,2520,710,0,47.3183,-122.253,168400.0,5,25,13,False
3626039325,2014-11-21,740500.0,3,4,4380,6350,2.0,0,0,3,8,2780,1600,1999,47.6981,-122.368,254000.0,6,36,114,True
3362400431,2014-06-26,518500.0,3,4,1590,1102,3.0,0,0,3,8,1590,0,0,47.6824,-122.347,279200.0,1,1,4,False
4060000240,2014-06-23,205425.0,2,1,880,6780,1.0,0,0,4,6,880,0,0,47.5009,-122.248,175400.0,1,1,69,False
3454800060,2015-01-08,171800.0,4,2,1570,9600,1.0,0,0,3,6,1570,0,0,47.4965,-122.303,143500.0,8,64,65,False
7278700070,2015-01-02,660000.0,3,2,2400,6474,1.0,0,2,3,8,1560,840,0,47.7728,-122.386,299400.0,8,64,51,False
6675500070,2014-11-19,391500.0,3,2,1450,9132,1.0,0,0,3,7,1450,0,0,47.7288,-122.226,239900.0,6,36,27,False
3524049083,2014-11-04,445000.0,4,2,2100,4400,1.5,0,0,5,7,1720,380,0,47.5299,-122.266,187300.0,6,36,90,False
3275860240,2014-06-18,770000.0,3,2,2910,10204,2.0,0,0,3,9,2910,0,0,47.6897,-122.098,279400.0,1,1,24,False
4389200955,2015-03-02,1450000.0,4,3,2750,17789,1.5,0,0,3,8,1980,770,1992,47.6141,-122.212,432300.0,10,100,101,True
4058801670,2014-07-17,445000.0,3,2,2100,8201,1.0,0,2,3,8,1620,480,0,47.5091,-122.244,175400.0,2,4,47,False
8732020310,2014-07-17,260000.0,4,2,2160,8811,1.0,0,0,3,8,1360,800,0,47.3129,-122.39,177300.0,2,4,36,False
2331300505,2014-06-13,822500.0,5,4,2320,4960,2.0,0,0,5,7,1720,600,0,47.6763,-122.352,279200.0,1,1,88,False
3668000070,2015-01-05,212000.0,3,2,1060,7875,1.0,0,0,4,7,1060,0,0,47.2761,-122.152,211200.0,8,64,29,False
1243100136,2014-06-12,784000.0,3,4,3950,111078,1.5,0,0,3,9,2460,1490,0,47.697,-122.072,279400.0,1,1,25,False
8929000270,2014-05-12,453246.0,3,2,2010,2287,2.0,0,0,3,8,1390,620,0,47.5517,-121.998,356600.0,0,0,0,False
2767602356,2015-01-26,675000.0,4,4,2140,2278,3.0,0,0,3,9,2140,0,0,47.6734,-122.38,255400.0,8,64,10,False
921049315,2014-08-13,199000.0,3,2,1320,17390,1.0,0,0,4,7,1320,0,0,47.3257,-122.296,166800.0,3,9,58,False
3655000070,2014-08-05,220000.0,4,2,2020,7840,1.0,0,0,3,7,1010,1010,0,47.3309,-122.299,166800.0,3,9,46,False
4027700812,2014-05-29,452000.0,4,2,2590,10002,1.0,0,0,4,8,1340,1250,0,47.7689,-122.266,246600.0,0,0,46,False
3992700335,2014-07-07,382500.0,2,1,1190,4440,1.0,0,0,3,6,1190,0,0,47.7135,-122.287,225900.0,2,4,33,False
2767603505,2014-05-07,519950.0,3,2,1170,1249,3.0,0,0,3,8,1170,0,0,47.6722,-122.381,255400.0,0,0,0,False
4232901525,2014-06-27,665000.0,2,1,1110,3200,1.0,0,0,3,7,1110,0,0,47.6338,-122.358,402400.0,1,1,89,False
1777500060,2014-07-08,527700.0,5,2,2820,9375,1.0,0,0,4,8,1550,1270,0,47.5707,-122.128,335900.0,2,4,46,False
6071600370,2015-02-27,500000.0,4,2,2030,8517,1.0,0,0,4,8,1380,650,0,47.5495,-122.174,335900.0,9,81,54,False
1526069017,2014-12-03,921500.0,4,2,3670,315374,2.0,0,0,4,9,3670,0,0,47.7421,-122.026,239850.0,7,49,20,False
809001525,2014-06-25,890000.0,4,1,2550,4000,2.0,0,0,3,8,2370,180,0,47.6354,-122.353,433500.0,1,1,109,False
3224079105,2014-08-06,430000.0,2,2,2420,60984,2.0,0,0,3,7,2420,0,0,47.5262,-121.943,308700.0,3,9,7,False
8075400570,2014-10-30,258000.0,5,2,2260,12500,1.0,0,0,4,8,1130,1130,0,47.3887,-122.286,161500.0,5,25,54,False
1994200024,2014-11-04,511000.0,3,1,1430,3455,1.0,0,0,3,7,980,450,0,47.6873,-122.336,279200.0,6,36,67,False
3362900810,2014-08-20,532170.0,3,2,1360,3090,2.0,0,0,3,8,1360,0,0,47.6838,-122.353,279200.0,3,9,24,False
7920100045,2014-05-16,350000.0,1,1,700,5100,1.0,0,0,3,7,700,0,0,47.679,-122.3,282800.0,0,0,72,False
8960000030,2014-07-28,215000.0,3,1,1180,7669,1.0,0,0,4,7,1180,0,0,47.4479,-122.176,196900.0,2,4,47,False
6388930390,2014-11-20,650000.0,5,4,3960,25245,2.0,0,0,3,9,2500,1460,0,47.525,-122.172,209600.0,6,36,18,False
8731900200,2014-08-07,320000.0,4,3,2640,7500,1.0,0,0,3,8,1620,1020,0,47.3135,-122.369,177300.0,3,9,47,False
8029200135,2014-11-13,247000.0,3,2,1270,7198,1.5,0,0,3,7,1270,0,2013,47.2086,-121.996,184600.0,6,36,98,True
1081200350,2014-10-03,320000.0,4,2,1760,11180,1.0,0,0,4,8,1760,0,0,47.4715,-122.118,215200.0,5,25,46,False
84000105,2014-05-07,255000.0,5,2,2060,8632,1.0,0,0,3,7,1030,1030,0,47.4877,-122.335,180100.0,0,0,52,False
3756500060,2015-03-09,438000.0,3,2,1780,9660,1.0,0,0,3,7,1780,0,0,47.7171,-122.193,239900.0,10,100,53,False
7215720160,2015-03-04,900000.0,3,2,3400,16603,2.0,0,0,3,10,3400,0,0,47.6012,-122.023,239850.0,10,100,15,False
3574800520,2014-06-20,441000.0,3,3,1910,7280,1.0,0,0,3,7,1160,750,0,47.7319,-122.224,239900.0,1,1,35,False
2617300160,2014-08-12,420000.0,3,2,2020,38332,1.0,0,0,4,7,1010,1010,0,47.4582,-122.023,308700.0,3,9,39,False
2558660270,2014-12-08,370000.0,3,2,1580,7000,1.0,0,0,3,7,1180,400,0,47.7209,-122.168,239900.0,7,49,38,False
2009000370,2015-02-19,269950.0,2,2,1340,7250,1.0,0,0,5,5,700,640,0,47.408,-122.327,171300.0,9,81,66,False
1836980160,2015-03-24,807100.0,4,2,2680,4499,2.0,0,0,3,9,2680,0,0,47.565,-122.125,335900.0,10,100,16,False
3261020370,2014-06-05,653000.0,3,2,2680,9750,1.0,0,0,4,8,1610,1070,0,47.7028,-122.231,239900.0,1,1,35,False
1755700060,2014-06-11,371500.0,3,2,1370,8336,1.0,0,0,5,7,1370,0,0,47.7458,-122.331,204200.0,1,1,50,False
4330600435,2015-03-16,284000.0,3,2,1560,21000,1.0,0,0,3,7,1560,0,0,47.4776,-122.337,235200.0,10,100,61,False
9542800700,2015-01-02,272000.0,3,2,2160,7140,1.0,0,0,4,7,1670,490,0,47.3026,-122.374,177300.0,8,64,37,False
1999700045,2014-05-02,313000.0,3,2,1340,7912,1.5,0,0,3,7,1340,0,0,47.7658,-122.339,204200.0,0,0,59,False
1762600070,2015-01-16,917500.0,4,2,3880,35003,2.0,0,0,3,10,2570,1310,0,47.6477,-122.182,297900.0,8,64,31,False
1687900520,2014-09-29,673000.0,4,2,2590,8190,2.0,0,0,4,8,2590,0,0,47.5619,-122.125,335900.0,4,16,34,False
7234600798,2015-02-10,425000.0,3,2,1120,1100,2.0,0,0,3,8,820,300,0,47.6106,-122.31,286400.0,9,81,7,False
3881900445,2014-07-09,399950.0,5,3,1970,5400,1.0,0,0,3,7,1320,650,0,47.5868,-122.308,219400.0,2,4,28,False
2254502445,2014-05-30,385000.0,3,1,1220,4800,1.0,0,0,3,6,1220,0,0,47.6101,-122.307,286400.0,0,0,113,False
5437810320,2014-11-17,269950.0,3,2,1950,7560,1.0,0,2,4,7,1320,630,0,47.1976,-121.999,184600.0,6,36,39,False
9158100075,2015-01-07,330000.0,2,1,1350,8220,1.0,0,0,3,7,1060,290,0,47.7224,-122.358,299400.0,8,64,66,False
3830630310,2014-07-25,260000.0,3,2,1670,5797,2.0,0,0,3,7,1670,0,0,47.3505,-122.179,239850.0,2,4,26,False
3127200041,2014-06-13,589000.0,4,3,2440,9600,2.0,0,0,5,7,2440,0,0,47.7044,-122.2,239900.0,1,1,53,False
6661200320,2014-07-23,163500.0,2,2,1050,3419,2.0,0,0,3,7,1050,0,0,47.3848,-122.039,212100.0,2,4,18,False
11510310,2014-09-05,835000.0,4,3,3130,13412,2.0,0,0,3,9,2140,990,0,47.6993,-122.102,279400.0,4,16,21,False
825059270,2014-11-21,1095000.0,5,3,4090,12850,1.0,0,2,4,10,2090,2000,0,47.6627,-122.188,297900.0,6,36,28,False
1954440060,2014-05-05,560000.0,3,2,1900,8744,2.0,0,0,3,8,1900,0,0,47.62,-122.043,239850.0,0,0,27,False
1115810060,2014-12-05,585188.0,3,2,2230,10026,1.0,0,0,3,8,1430,800,0,47.6647,-122.153,279400.0,7,49,39,False
9477200200,2014-08-18,305000.0,3,2,1650,9480,1.0,0,0,3,7,1220,430,0,47.726,-122.191,239900.0,3,9,37,False
1432600560,2014-11-05,166950.0,3,1,1190,8820,1.0,0,0,3,6,1190,0,0,47.4616,-122.184,196900.0,6,36,55,False
2287000060,2014-09-12,799000.0,3,2,2140,9897,1.0,0,0,4,8,2140,0,0,47.5505,-122.219,573900.0,4,16,55,False
3663500060,2014-06-25,400000.0,3,2,2180,7508,1.0,0,0,4,7,1420,760,0,47.7606,-122.336,204200.0,1,1,52,False
3996900125,2014-12-01,230000.0,3,1,1060,10228,1.0,0,0,3,7,1060,0,0,47.7481,-122.3,208800.0,7,49,66,False
7796450200,2014-05-15,256883.0,3,2,1690,5025,2.0,0,0,3,8,1690,0,0,47.2779,-122.347,177300.0,0,0,11,False
7549802535,2014-11-11,423000.0,4,2,1970,6480,1.5,0,0,5,7,1130,840,0,47.5511,-122.312,174400.0,6,36,94,False
3278600320,2014-07-23,465000.0,3,2,2150,4084,2.0,0,0,3,8,2150,0,0,47.5488,-122.372,200000.0,2,4,7,False
2824079053,2015-01-13,440000.0,3,2,1910,66211,2.0,0,0,3,7,1910,0,0,47.5385,-121.911,289700.0,8,64,18,False
1222069094,2014-10-14,385000.0,3,2,1350,155073,1.0,0,0,4,7,1350,0,0,47.4058,-121.994,212100.0,5,25,45,False
3542300060,2015-03-11,210000.0,3,1,860,11725,1.0,0,0,4,6,860,0,0,47.5093,-122.184,209600.0,10,100,72,False
2222059065,2014-11-12,297000.0,3,2,1940,14952,2.0,0,0,3,8,1940,0,0,47.3777,-122.165,192000.0,6,36,20,False
7551300060,2014-07-16,470000.0,3,1,1010,5000,1.0,0,0,3,7,1010,0,0,47.675,-122.394,255400.0,2,4,62,False
100600550,2014-08-04,226500.0,3,2,1300,7370,1.0,0,0,4,7,900,400,0,47.3025,-122.37,177300.0,3,9,38,False
3211100860,2015-03-03,274250.0,3,1,910,8450,1.0,0,0,4,6,910,0,0,47.4787,-122.158,215200.0,10,100,53,False
3456000310,2014-08-04,840000.0,4,2,2480,11010,1.0,0,0,4,9,1630,850,0,47.5378,-122.219,573900.0,3,9,48,False
9526600140,2014-09-19,677900.0,3,2,2440,4587,2.0,0,0,3,8,2440,0,0,47.7073,-122.114,279400.0,4,16,4,False
7465900060,2015-02-05,425000.0,3,1,1010,5864,1.0,0,0,3,7,1010,0,0,47.5733,-122.381,286600.0,9,81,100,False
1222000055,2014-11-23,180250.0,2,1,900,9600,1.0,0,0,3,6,900,0,0,47.4604,-122.339,235200.0,6,36,73,False
6300000550,2014-07-17,464000.0,6,3,2300,3404,2.0,0,0,3,7,1600,700,1994,47.7067,-122.343,204200.0,2,4,94,True
1025049114,2014-07-17,625504.0,3,2,1270,1566,2.0,0,0,3,8,1060,210,0,47.6647,-122.284,370500.0,2,4,0,False
8677300550,2014-05-15,592500.0,4,2,2240,12032,1.0,0,0,3,9,2240,0,0,47.6143,-122.017,239850.0,0,0,31,False
4014400292,2015-01-14,465000.0,3,2,2714,17936,2.0,0,0,3,9,2714,0,0,47.3185,-122.275,168400.0,8,64,10,False
1102000196,2014-05-27,477000.0,4,3,1720,6270,2.0,0,0,3,8,1720,0,0,47.5458,-122.268,187300.0,0,0,36,False
257000138,2015-01-15,280000.0,2,1,850,16400,1.0,0,0,3,6,850,0,0,47.4889,-122.299,143500.0,8,64,92,False
46100204,2015-02-21,1505000.0,5,3,3300,33474,1.0,0,3,3,9,1870,1430,1991,47.5673,-122.21,573900.0,9,81,58,True
1909600046,2014-07-03,445838.0,3,2,2250,5692,2.0,0,0,3,8,2250,0,0,47.5133,-122.379,180100.0,2,4,14,False
1250202145,2014-08-28,1072000.0,2,2,3900,14864,1.0,0,3,3,8,1950,1950,0,47.5884,-122.291,219400.0,3,9,67,False
7611200125,2014-10-23,467000.0,2,2,1320,10800,1.0,0,0,4,8,1320,0,0,47.7145,-122.367,299400.0,5,25,67,False
5611500140,2014-08-22,686000.0,4,2,2760,6440,2.0,0,0,3,10,2760,0,0,47.5836,-122.026,239850.0,3,9,15,False
